country_code,country,total_population,distance_capitale_paris,credendo_political_risk,credendo_commercial_risk,gdp_usd,chicken_imports_quantity_number,poultry_imports_quantity_tonnes,cannedchicken_imports_quantity_tonnes,chicken_stock_number,poultry_production_quantity_tonnes,chicken_production_quantity_tonnes,poultry_production_proportion_import
221,Oman,4636262.0,5618.0,3.0,2.0,70783762689.0,73000.0,112114.0,1718.0,4776000.0,6527.0,6002.0,19.666666666666668
222,Tunisie,11532127.0,1486.0,4.0,3.0,40068818004.0,1197000.0,213.0,60.0,91215000.0,140300.0,138746.0,0.00980392156862745
223,Turquie,80745020.0,2602.0,4.0,3.0,851541613740.0,1341000.0,85.0,0.0,342801000.0,2136734.0,1758477.0,0.0
225,Émirats arabes unis,9400145.0,5247.0,2.0,2.0,382575039919.99994,1373000.0,501820.0,16017.0,23735000.0,48098.0,42258.0,8.333333333333334
226,Ouganda,42862958.0,6132.0,4.0,3.0,27698804916.0,1187000.0,77.0,9.0,35683000.0,65481.0,61595.0,0.0
229,Royaume-Uni,66181585.00000001,342.0,1.0,3.0,2631228010000.0,37551000.0,378285.0,353666.0,171000000.0,1629000.0,1471271.0,0.48856799037304455
230,Ukraine,44222947.0,2026.0,6.0,3.0,112154158560.0,69004000.0,57876.0,1568.0,184336000.0,1184700.0,1019617.0,0.0631938514090521
231,États-Unis d'Amérique,324459463.0,6169.0,1.0,1.0,19485394000000.0,5580000.0,60280.0,44214.0,1971216000.0,19140744.0,17546128.0,0.005028628329599203
233,Burkina Faso,19193381.999999996,4079.0,5.0,2.0,12324811435.0,778000.0,31.0,27.0,42530000.0,45626.0,37904.0,0.0
234,Uruguay,3456750.0,10971.0,3.0,1.0,59180196955.99999,414000.0,127.0,4192.0,33438000.0,32208.0,43707.0,0.037037037037037035
235,Ouzbékistan,31910641.0,5154.0,4.0,3.0,49677182952.99999,1152000.0,2752.0,175.0,63000000.0,57831.0,32286.0,0.6363636363636364
236,Venezuela (République bolivarienne du),31977065.0,7626.0,7.0,3.0,255092532200.0,597000.0,56119.0,132.0,120595000.0,600000.0,1272997.0,0.30491803278688523
237,Viet Nam,95540800.0,9208.0,3.0,2.0,223779866150.0,2475000.0,453254.0,33504.0,295209000.0,786354.0,527665.0,0.7898894154818326
238,Éthiopie,104957438.00000001,5582.0,6.0,3.0,75605007228.0,4000.0,66.0,141.0,59489000.0,13676.0,61804.0,0.0
244,Samoa,196440.0,16100.0,4.0,2.0,855629767.0,53000.0,18208.0,3.0,505000.0,479.0,579.0,13.0
249,Yémen,28250420.0,5321.0,7.0,3.0,27956766883.999996,1800000.0,81898.0,115.0,65000000.0,167802.0,150546.0,0.7124183006535948
251,Zambie,17094130.0,7600.0,5.0,3.0,25868140477.0,456000.0,9606.0,86.0,40334000.0,48911.0,45577.0,0.043478260869565216
255,Belgique,11429336.000000002,262.0,1.0,1.0,494763551889.99994,144975000.0,150633.0,46671.0,26905000.0,455364.0,362185.0,0.6478149100257069
256,Luxembourg,583455.0,288.0,1.0,1.0,62316359824.0,93000.0,7294.0,2458.0,123000.0,270.0,2.0,5.0
272,Serbie,8790574.0,1448.0,3.0,2.0,41589720454.0,3226000.0,3755.0,3286.0,16338000.0,85018.0,87983.0,0.12903225806451613
273,Monténégro,628960.0,1495.0,4.0,2.0,4844606146.0,1617000.0,6171.0,817.0,824000.0,3650.0,2088.0,2.3333333333333335
276,Soudan,40533330.0,4605.0,7.0,3.0,120265771940.0,1830000.0,912.0,79.0,48299000.0,66896.0,,0.043478260869565216
