country,croissance_population,food_proportion_animal_protein,food_protein_g_capita_day,food_supply_kcal_capita_day,animals_proportion_poultry_protein,poultry_food_proportion_import,gdp_per_capita_usd,income_variability,taux_urbanisation,political_stability,doing_business_score,cluster
Ouganda,0.41047811778633614,0.2351936218678816,52.68,2129.0,0.04116222760290557,0.0,684.7052570000002,1.0803193987787694,0.15447284778080342,-0.84,60.63,4
Royaume-Uni,0.08494241595810093,0.5646739657009979,103.21,3424.0,0.21928620452985587,0.406,42597.737474,0.3212616822429907,0.8018063118037422,0.49,86.09,2
Ukraine,-0.05180212363625236,0.4869104039720153,88.62,3137.0,0.18980301274623407,0.06751824817518247,4063.104441,2.167676123685049,0.6946258831581895,-0.78,69.03,1
États-Unis d'Amérique,0.0879538702147904,0.6367369285518751,109.59,3681.0,0.25709372312983664,0.006310133699862552,53194.611837,1.1409942950285248,0.8244002576740079,0.64,86.19,2
Burkina Faso,0.3491295393200633,0.1394557823129252,79.38,2720.0,0.06865401987353206,0.0,699.781484,1.1764705882352942,0.2795860976599924,-0.76,58.9,4
Uruguay,0.024767585879036158,0.584162700129814,92.44,3051.0,0.15333333333333332,0.0425531914893617,16881.202977,0.3933136676499509,0.9495634542789696,0.8,68.17,1
Ouzbékistan,0.16217453066141285,0.3498741459906508,83.43,2760.0,0.02158273381294964,0.3888888888888889,1921.762314,0.6521739130434783,0.3490678498350452,-0.54,68.2,6
Venezuela (République bolivarienne du),0.17199764362271486,0.5221202574989727,73.00999999999998,2631.0,0.3669989506820567,0.23366834170854275,12248.175454,4.066894716837703,0.8915034470784338,-1.08,24.03,8
Viet Nam,0.10574393026355232,0.380514705882353,81.6,2745.0,0.13011272141706925,0.44130626654898497,1871.325494,0.3278688524590164,0.3237316446938981,0.25,63.52,6
Éthiopie,0.30798174444315674,0.127317880794702,60.4,2131.0,0.02860858257477243,0.0,490.495538,0.328484279680901,0.18436109817535512,-1.41,54.65,4
Samoa,0.07370737692922512,0.6273822050742429,85.53,2959.0,0.4023481177786061,1.0833333333333333,4217.831676,1.3518080432578574,0.19400598667414565,0.99,64.69,7
Yémen,0.3141613905107603,0.2354937224295894,58.94000000000001,2223.0,0.27521613832853026,0.41603053435114506,1358.885271,0.5398110661268556,0.3192089933806745,-2.37,43.11,8
Zambie,0.3266705679153465,0.16714958348424486,55.22,1930.0,0.12026002166847237,0.04166666666666666,1850.80391,1.5025906735751295,0.3840315682287779,0.44,66.95,4
Belgique,0.07030211635783412,0.5835341365461848,99.6,3733.0,0.07501720578114247,1.8666666666666667,46713.438406,0.18751674256630055,0.9736343376575304,0.94,83.73,3
Luxembourg,0.21773800528478396,0.6332982086406744,113.88,3539.0,0.10607321131447588,0.9090909090909092,113341.237463,0.11302627860977678,0.8720996620288184,1.34,78.97,2
Serbie,-0.03992791883668756,0.4857073348741029,82.21000000000002,2729.0,0.09040821437515653,0.1188118811881188,6351.678982,0.622938805423232,0.5903713083148782,-0.08,77.34,1
Monténégro,0.0021109891286457128,0.5631301864905862,112.07,3491.0,0.08730787513864681,0.7,7119.391447,1.0312231452305929,0.6306295387932271,0.5,76.63,1
Soudan,0.2975022620954768,0.41295432046386654,70.71,2336.0,0.01541095890410959,0.04166666666666666,1734.3774260000002,1.0857070478974893,0.3447145798262021,-2.19,50.09,4
