loss,factorization_time,params,iteration
0.5997062158939106,17.142986352000662,"{'model__doc_topic_prior': 5, 'model__n_components': 4, 'model__topic_word_prior': 10, 'vectorizer__max_df': 0.9500075555354816, 'vectorizer__min_df': 0.03197209103769706, 'vectorizer__ngram_range': (1, 2)}",81
0.7738237610659776,17.897696742000335,"{'model__doc_topic_prior': 5, 'model__n_components': 20, 'model__topic_word_prior': 10, 'vectorizer__max_df': 0.961432050635308, 'vectorizer__min_df': 0.021855756968247368, 'vectorizer__ngram_range': (1, 3)}",82
0.7644130975762401,19.34740274000069,"{'model__doc_topic_prior': 5, 'model__n_components': 5, 'model__topic_word_prior': 10, 'vectorizer__max_df': 0.9637014373265796, 'vectorizer__min_df': 0.02825438508994806, 'vectorizer__ngram_range': (1, 3)}",83
0.7664107357144854,18.992369703000804,"{'model__doc_topic_prior': 5, 'model__n_components': 12, 'model__topic_word_prior': 0.05, 'vectorizer__max_df': 0.9512487882121432, 'vectorizer__min_df': 0.019179557612229763, 'vectorizer__ngram_range': (1, 3)}",84
0.3215950039191776,18.35831452599996,"{'model__doc_topic_prior': 5, 'model__n_components': 2, 'model__topic_word_prior': 10, 'vectorizer__max_df': 0.953521018013588, 'vectorizer__min_df': 0.03500164040317262, 'vectorizer__ngram_range': (1, 1)}",85
0.7513695355144681,30.019337394000104,"{'model__doc_topic_prior': 1, 'model__n_components': 10, 'model__topic_word_prior': 10, 'vectorizer__max_df': 0.9553303880545932, 'vectorizer__min_df': 0.029495933320260844, 'vectorizer__ngram_range': (1, 3)}",86
0.5971639222132314,42.82140146000165,"{'model__doc_topic_prior': 0.1, 'model__n_components': 20, 'model__topic_word_prior': 10, 'vectorizer__max_df': 0.9606008791134532, 'vectorizer__min_df': 0.026843438642048065, 'vectorizer__ngram_range': (1, 2)}",87
0.7198869842231995,43.432506220000505,"{'model__doc_topic_prior': 0.5, 'model__n_components': 14, 'model__topic_word_prior': 0.5, 'vectorizer__max_df': 0.9583598091907127, 'vectorizer__min_df': 0.02489612707237009, 'vectorizer__ngram_range': (1, 3)}",88
0.7729368352325218,17.509926239999913,"{'model__doc_topic_prior': 5, 'model__n_components': 16, 'model__topic_word_prior': 10, 'vectorizer__max_df': 0.965383388735663, 'vectorizer__min_df': 0.030422311148487396, 'vectorizer__ngram_range': (1, 3)}",89
0.7657582069294853,19.922084593001273,"{'model__doc_topic_prior': 5, 'model__n_components': 7, 'model__topic_word_prior': 0.05, 'vectorizer__max_df': 0.9559722905034462, 'vectorizer__min_df': 0.019739587987554062, 'vectorizer__ngram_range': (1, 3)}",90
0.3612350861444477,13.036153987999569,"{'model__doc_topic_prior': 5, 'model__n_components': 20, 'model__topic_word_prior': 1, 'vectorizer__max_df': 0.9507054141834038, 'vectorizer__min_df': 0.038128645327763146, 'vectorizer__ngram_range': (1, 1)}",91
0.76327154295677,27.595262894999905,"{'model__doc_topic_prior': 1, 'model__n_components': 13, 'model__topic_word_prior': 10, 'vectorizer__max_df': 0.9573426455884607, 'vectorizer__min_df': 0.03146664845849669, 'vectorizer__ngram_range': (1, 3)}",92
0.595164917602208,52.71026303299914,"{'model__doc_topic_prior': 0.1, 'model__n_components': 11, 'model__topic_word_prior': 10, 'vectorizer__max_df': 0.9537186084004113, 'vectorizer__min_df': 0.015272524016371315, 'vectorizer__ngram_range': (1, 2)}",93
0.7409174030038607,42.81100564799999,"{'model__doc_topic_prior': 0.5, 'model__n_components': 9, 'model__topic_word_prior': 10, 'vectorizer__max_df': 0.9626070609231351, 'vectorizer__min_df': 0.03303251207481517, 'vectorizer__ngram_range': (1, 3)}",94
0.7691482462140983,18.28298479499972,"{'model__doc_topic_prior': 5, 'model__n_components': 17, 'model__topic_word_prior': 0.5, 'vectorizer__max_df': 0.9594907150008205, 'vectorizer__min_df': 0.02150584534561914, 'vectorizer__ngram_range': (1, 3)}",95
0.767492984582611,19.131149173999802,"{'model__doc_topic_prior': 5, 'model__n_components': 8, 'model__topic_word_prior': 0.05, 'vectorizer__max_df': 0.952335834535493, 'vectorizer__min_df': 0.023680994437257453, 'vectorizer__ngram_range': (1, 3)}",96
0.3525371749510646,17.99765506299991,"{'model__doc_topic_prior': 5, 'model__n_components': 6, 'model__topic_word_prior': 10, 'vectorizer__max_df': 0.9560132003139864, 'vectorizer__min_df': 0.011365249380788603, 'vectorizer__ngram_range': (1, 1)}",97
0.5834274166147172,27.952996313999392,"{'model__doc_topic_prior': 1, 'model__n_components': 4, 'model__topic_word_prior': 1, 'vectorizer__max_df': 0.9611355327440056, 'vectorizer__min_df': 0.034125852861594384, 'vectorizer__ngram_range': (1, 2)}",98
0.7560242314981327,39.37464138900032,"{'model__doc_topic_prior': 0.1, 'model__n_components': 20, 'model__topic_word_prior': 10, 'vectorizer__max_df': 0.9654689101189642, 'vectorizer__min_df': 0.036781436526531604, 'vectorizer__ngram_range': (1, 3)}",99
0.7631735338021806,18.85628589499902,"{'model__doc_topic_prior': 5, 'model__n_components': 5, 'model__topic_word_prior': 10, 'vectorizer__max_df': 0.9512629154405043, 'vectorizer__min_df': 0.032053797050137174, 'vectorizer__ngram_range': (1, 3)}",100
