validation_hamming_loss,training_hamming_loss,fit_time,test_time,params_data,params_vectorizer,params_classifier,iteration
0.015046174629506606,0.010224771830923731,36.900035524368285,0.4352529048919678,both,{'vectorizer': 'use'},"{'C': 0.02014839381771145, 'multi': 'BinaryRelevance', 'classifier': 'logistic_regression'}",86
0.020043217738898098,0.015487886443701577,31.230654859542845,0.415878438949585,both,"{'max_df': 0.984321059337173, 'min_df': 0.015774829201034516, 'ngram_range': (1, 1), 'vectorizer': 'tfidf'}","{'C': 0.06570649980563385, 'multi': 'BinaryRelevance', 'classifier': 'logistic_regression'}",87
0.018442266955605458,0.014352105691546168,32.04554924964905,0.4532169342041016,body,{'vectorizer': 'use'},"{'C': 0.014381237872348187, 'multi': 'BinaryRelevance', 'classifier': 'logistic_regression'}",88
0.017061663738482984,0.005860530809632212,72.72237529754639,0.4585052490234375,both,{'vectorizer': 'use'},"{'C': 0.2810470082211915, 'multi': 'BinaryRelevance', 'classifier': 'logistic_regression'}",89
0.015682858855415777,0.00820956670205299,52.14270248413086,0.4285801887512207,both,{'vectorizer': 'use'},"{'C': 0.06573359208067377, 'multi': 'BinaryRelevance', 'classifier': 'logistic_regression'}",90
0.02510374911660549,0.025057393349708607,5.3602409839630125,0.07043671607971191,title,"{'max_df': 0.9624193028479936, 'min_df': 0.022354351145055216, 'ngram_range': (1, 1), 'vectorizer': 'bow'}","{'C': 0.1469771867380182, 'multi': 'BinaryRelevance', 'classifier': 'logistic_regression'}",91
0.015029147910801708,0.010639246745830683,31.659893369674684,0.41160035133361816,both,{'vectorizer': 'use'},"{'C': 0.015807499856825558, 'multi': 'BinaryRelevance', 'classifier': 'logistic_regression'}",92
0.022164269957060688,0.02170637636772748,13.005790901184081,0.5141430854797363,both,"{'max_df': 0.9674954367737572, 'min_df': 0.034368245434067475, 'ngram_range': (1, 3), 'vectorizer': 'tfidf'}","{'C': 0.019962354425629318, 'multi': 'BinaryRelevance', 'classifier': 'logistic_regression'}",93
0.018920676384309745,0.012662019469078975,43.71498007774353,0.4069071769714355,body,{'vectorizer': 'use'},"{'C': 0.04206485544164689, 'multi': 'BinaryRelevance', 'classifier': 'logistic_regression'}",94
0.015047959234894746,0.01134994471803365,28.116694307327272,0.3847228527069092,both,{'vectorizer': 'use'},"{'C': 0.01048711694689064, 'multi': 'BinaryRelevance', 'classifier': 'logistic_regression'}",95
0.01503870906355014,0.010209000411679159,35.02418384552002,0.4113058090209961,both,{'vectorizer': 'use'},"{'C': 0.020434520056353198, 'multi': 'BinaryRelevance', 'classifier': 'logistic_regression'}",96
0.025622421191676476,0.0256176846744919,5.787521886825561,0.10450124740600586,title,"{'max_df': 0.9776464996351066, 'min_df': 0.0303924445592137, 'ngram_range': (1, 3), 'vectorizer': 'bow'}","{'C': 0.11253002596687468, 'multi': 'BinaryRelevance', 'classifier': 'logistic_regression'}",97
0.024013121293429363,0.023865744199989637,6.583005762100219,0.2631797790527344,both,"{'max_df': 0.9555569400813377, 'min_df': 0.04389137826681913, 'ngram_range': (1, 1), 'vectorizer': 'tfidf'}","{'C': 0.018163156550573694, 'multi': 'BinaryRelevance', 'classifier': 'logistic_regression'}",98
0.01897177462785135,0.00449943879105953,72.89472045898438,0.40793805122375487,both,{'vectorizer': 'use'},"{'C': 1.0469361441815903, 'multi': 'BinaryRelevance', 'classifier': 'logistic_regression'}",99
0.018712589024959564,0.013258661511628392,38.40367388725281,0.37935600280761717,body,{'vectorizer': 'use'},"{'C': 0.028674947954231863, 'multi': 'BinaryRelevance', 'classifier': 'logistic_regression'}",100
0.01550326071967415,0.008988144443338123,45.11960501670838,0.4502114772796631,both,{'vectorizer': 'use'},"{'C': 0.042102732891525496, 'multi': 'BinaryRelevance', 'classifier': 'logistic_regression'}",101
0.021171121667919464,0.02072500784202662,7.798466491699219,0.12563366889953614,title,"{'max_df': 0.9668398848721487, 'min_df': 0.010056734390333777, 'ngram_range': (1, 2), 'vectorizer': 'bow'}","{'C': 0.21490891212441693, 'multi': 'BinaryRelevance', 'classifier': 'logistic_regression'}",103
0.021140596739791625,0.0037258532516602446,72.19950466156006,0.4399862766265869,both,{'vectorizer': 'use'},"{'C': 33.12200405928794, 'multi': 'BinaryRelevance', 'classifier': 'logistic_regression'}",104
0.022172083137741085,0.021283608993178882,19.322141647338867,0.42508740425109864,both,"{'max_df': 0.9502503431265239, 'min_df': 0.03333105545980631, 'ngram_range': (1, 2), 'vectorizer': 'tfidf'}","{'C': 0.5614884192197288, 'multi': 'BinaryRelevance', 'classifier': 'logistic_regression'}",105
0.016162388608364203,0.007629658257294959,58.57230491638184,0.4256171226501465,both,{'vectorizer': 'use'},"{'C': 0.0914823518047122, 'multi': 'BinaryRelevance', 'classifier': 'logistic_regression'}",107
0.02095037776037737,0.003784774237900056,73.11367478370667,0.4105670928955078,both,{'vectorizer': 'use'},"{'C': 12.49776653557476, 'multi': 'BinaryRelevance', 'classifier': 'logistic_regression'}",108
0.02299946169616191,0.02292205611085681,5.386945629119873,0.08389983177185059,title,"{'max_df': 0.9579897717193706, 'min_df': 0.015814845354482687, 'ngram_range': (1, 1), 'vectorizer': 'bow'}","{'C': 0.014170604597186554, 'multi': 'BinaryRelevance', 'classifier': 'logistic_regression'}",109
0.019083423098411732,0.004352999873011449,74.2473021030426,0.4354560852050781,both,{'vectorizer': 'use'},"{'C': 1.2580312204564144, 'multi': 'BinaryRelevance', 'classifier': 'logistic_regression'}",110
0.11621558315933098,0.11117101099999926,2.1962137699127195,0.4148909091949463,both,"{'max_df': 0.9737316678540956, 'min_df': 0.021896085572895456, 'ngram_range': (1, 1), 'vectorizer': 'tfidf'}","{'alpha': 1.1516561882814649, 'multi': 'BinaryRelevance', 'classifier': 'naive_bayes'}",111
0.02127772551800067,0.0037505200846561088,73.40326523780823,0.49065346717834474,both,{'vectorizer': 'use'},"{'C': 88.72981039494944, 'multi': 'BinaryRelevance', 'classifier': 'logistic_regression'}",112
0.018570273764443698,0.013357156400528342,38.92186107635498,0.46668477058410646,body,{'vectorizer': 'use'},"{'C': 0.027188518332742762, 'multi': 'BinaryRelevance', 'classifier': 'logistic_regression'}",113
0.015042432214214859,0.011388213928137225,28.784062147140503,0.4248465061187744,both,{'vectorizer': 'use'},"{'C': 0.010155212191173792, 'multi': 'BinaryRelevance', 'classifier': 'logistic_regression'}",114
0.03575536011367292,0.03601322972187364,0.5853639602661133,0.09664788246154785,title,"{'max_df': 0.9524332816743695, 'min_df': 0.043966720081300384, 'ngram_range': (1, 2), 'vectorizer': 'bow'}","{'alpha': 0.27318344073750955, 'multi': 'BinaryRelevance', 'classifier': 'naive_bayes'}",115
0.015472531123883276,0.008463752547688445,49.801283550262454,0.4332901954650879,both,{'vectorizer': 'use'},"{'C': 0.05527201798302881, 'multi': 'BinaryRelevance', 'classifier': 'logistic_regression'}",116
0.02384938511020322,0.01107094552775322,69.12460236549377,0.6182825565338135,both,"{'max_df': 0.9855650771427262, 'min_df': 0.013559320147885714, 'ngram_range': (1, 2), 'vectorizer': 'tfidf'}","{'C': 0.6947440332358501, 'multi': 'BinaryRelevance', 'classifier': 'logistic_regression'}",117
0.020134095926033928,0.003892813270801462,75.34464311599731,0.4560375213623047,both,{'vectorizer': 'use'},"{'C': 4.736095554545928, 'multi': 'BinaryRelevance', 'classifier': 'logistic_regression'}",118
0.01822673627932848,0.014300221443278813,30.92568507194519,0.46372361183166505,body,{'vectorizer': 'use'},"{'C': 0.014861111245135141, 'multi': 'BinaryRelevance', 'classifier': 'logistic_regression'}",119
0.025620049646591526,0.025619208418103206,5.810975790023804,0.09986643791198731,title,"{'max_df': 0.9715158091572469, 'min_df': 0.037928841400474665, 'ngram_range': (1, 3), 'vectorizer': 'bow'}","{'C': 0.1531409377633351, 'multi': 'BinaryRelevance', 'classifier': 'logistic_regression'}",121
0.015127002565673653,0.009659429308220852,40.04521379470825,0.43019728660583495,both,{'vectorizer': 'use'},"{'C': 0.028048654786273, 'multi': 'BinaryRelevance', 'classifier': 'logistic_regression'}",122
0.02294046254463439,0.022463636891749038,22.36789469718933,0.5103641033172608,both,"{'max_df': 0.9578019958385124, 'min_df': 0.04012696774775225, 'ngram_range': (1, 3), 'vectorizer': 'tfidf'}","{'C': 1.7899703795609943, 'multi': 'BinaryRelevance', 'classifier': 'logistic_regression'}",123
0.015887310319398367,0.00784051058935192,56.29268975257874,0.4414969921112061,both,{'vectorizer': 'use'},"{'C': 0.07988321142810663, 'multi': 'BinaryRelevance', 'classifier': 'logistic_regression'}",124
0.017087950084563097,0.005772071922110785,79.49599342346191,0.9401154518127441,both,{'vectorizer': 'use'},"{'C': 0.28729232662767484, 'multi': 'ClassifierChain', 'classifier': 'logistic_regression'}",126
0.025624387321132387,0.025617813084594782,5.343878507614136,0.07070479393005372,title,"{'max_df': 0.9829497121264856, 'min_df': 0.030769353360946522, 'ngram_range': (1, 1), 'vectorizer': 'bow'}","{'C': 0.0414175482719242, 'multi': 'BinaryRelevance', 'classifier': 'logistic_regression'}",127
0.015040865209357702,0.01087537660469639,37.2484631061554,0.9711346626281738,both,{'vectorizer': 'use'},"{'C': 0.013220597343115122, 'multi': 'ClassifierChain', 'classifier': 'logistic_regression'}",128
0.02168087128259027,0.020611494601954876,10.775973653793335,0.3048998832702637,both,"{'max_df': 0.9654650774803595, 'min_df': 0.02635697168372993, 'ngram_range': (1, 1), 'vectorizer': 'tfidf'}","{'C': 0.023323472955278597, 'multi': 'BinaryRelevance', 'classifier': 'logistic_regression'}",129
